schema_name,table_name,column_name,data_type,description
customer_success,fct_book_of_business,fellow_workspace_id,integer
customer_success,fct_book_of_business,label,character varying
customer_success,fct_book_of_business,valid_from,date
customer_success,fct_book_of_business,valid_to,date
customer_success,fct_net_promoter_score,first_responded_at,timestamp without time zone
customer_success,fct_net_promoter_score,first_seen_at,timestamp without time zone
customer_success,fct_net_promoter_score,score,integer
customer_success,fct_net_promoter_score,survicate_survey_response_id,character varying
customer_success,fct_net_promoter_score,user_id,integer
customer_success,fct_net_promoter_score,workspace_id,integer
engagement,fct_user_activity,active_this_day,boolean
engagement,fct_user_activity,app_score__partial,bigint
engagement,fct_user_activity,assigned_action_item__note_block_count,bigint
engagement,fct_user_activity,assigned_action_item__note_count,bigint
engagement,fct_user_activity,assigned_action_item__other_user_count,bigint
engagement,fct_user_activity,calendar_meeting_attended__instance_count,bigint
engagement,fct_user_activity,client_pageview_count,bigint
engagement,fct_user_activity,collaborative_note_edit_count,bigint
engagement,fct_user_activity,completed_action_item__instance_count,bigint
engagement,fct_user_activity,completed_action_item__note_block_count,bigint
engagement,fct_user_activity,completed_action_item__note_count,bigint
engagement,fct_user_activity,desktop_app_pageview_count,bigint
engagement,fct_user_activity,desktop_web_pageview_count,bigint
engagement,fct_user_activity,feedback__instance_count,bigint
engagement,fct_user_activity,gave_feedback_count,bigint
engagement,fct_user_activity,gave_meeting_feedback_count,bigint
engagement,fct_user_activity,gave_praise_count,bigint
engagement,fct_user_activity,goalset_collaborative_note_edit_count,bigint
engagement,fct_user_activity,goalset_max_note_stream_note_count,bigint
engagement,fct_user_activity,goalset_max_note_stream_note_worked_on_count,bigint
engagement,fct_user_activity,goalset_new_collaborative_note_edit_count,bigint
engagement,fct_user_activity,goalset_new_non_trivial_note_stream_edit_count,bigint
engagement,fct_user_activity,goalset_new_note_edit_count,bigint
engagement,fct_user_activity,goalset_note_edit_count,bigint
engagement,fct_user_activity,has_created_feedback_content,boolean
engagement,fct_user_activity,has_done__note_pageview_count_criteria,integer
engagement,fct_user_activity,has_done__note_pageview_paths_criteria,integer
engagement,fct_user_activity,has_given_feedback,boolean
engagement,fct_user_activity,has_requested_feedback,boolean
engagement,fct_user_activity,introductory_collaborative_note_edit_count,bigint
engagement,fct_user_activity,introductory_max_note_stream_note_count,bigint
engagement,fct_user_activity,introductory_max_note_stream_note_worked_on_count,bigint
engagement,fct_user_activity,introductory_new_collaborative_note_edit_count,bigint
engagement,fct_user_activity,introductory_new_non_trivial_note_stream_edit_count,bigint
engagement,fct_user_activity,introductory_new_note_edit_count,bigint
engagement,fct_user_activity,introductory_note_edit_count,bigint
engagement,fct_user_activity,is_active_on_browser_extension_app,boolean
engagement,fct_user_activity,is_active_on_desktop,boolean
engagement,fct_user_activity,is_active_on_desktop_app,boolean
engagement,fct_user_activity,is_active_on_desktop_web,boolean
engagement,fct_user_activity,is_active_on_mobile,boolean
engagement,fct_user_activity,is_active_on_mobile_app,boolean
engagement,fct_user_activity,is_active_on_mobile_web,boolean
engagement,fct_user_activity,is_active_on_slack,boolean
engagement,fct_user_activity,max_note_stream_note_count,bigint
engagement,fct_user_activity,max_note_stream_note_worked_on_count,bigint
engagement,fct_user_activity,meeting_attended__event_count,bigint
engagement,fct_user_activity,meeting_attended__note_count,bigint
engagement,fct_user_activity,meeting_collaborative_note_edit_count,bigint
engagement,fct_user_activity,meeting_hosted__event_count,bigint
engagement,fct_user_activity,meeting_hosted__note_count,bigint
engagement,fct_user_activity,meeting_max_note_stream_note_count,bigint
engagement,fct_user_activity,meeting_max_note_stream_note_worked_on_count,bigint
engagement,fct_user_activity,meeting_new_collaborative_note_edit_count,bigint
engagement,fct_user_activity,meeting_new_non_trivial_note_stream_edit_count,bigint
engagement,fct_user_activity,meeting_new_note_edit_count,bigint
engagement,fct_user_activity,meeting_note_edit_count,bigint
engagement,fct_user_activity,meeting_recap_viewed_count,bigint
engagement,fct_user_activity,mentioned_user__note_count,bigint
engagement,fct_user_activity,mentioned_user__other_user_count,bigint
engagement,fct_user_activity,mobile_app_pageview_count,bigint
engagement,fct_user_activity,mobile_web_pageview_count,bigint
engagement,fct_user_activity,new_collaborative_note_edit_count,bigint
engagement,fct_user_activity,new_non_trivial_note_stream_edit_count,bigint
engagement,fct_user_activity,new_note_edit_count,bigint
engagement,fct_user_activity,note_edit_count,bigint
engagement,fct_user_activity,note_edited__note_count,bigint
engagement,fct_user_activity,note_pageview_count,bigint
engagement,fct_user_activity,note_pageview_paths,bigint
engagement,fct_user_activity,note_viewed__proxy__note_count,bigint
engagement,fct_user_activity,num_days_configured,bigint
engagement,fct_user_activity,oneonone_collaborative_note_edit_count,bigint
engagement,fct_user_activity,oneonone_max_note_stream_note_count,bigint
engagement,fct_user_activity,oneonone_max_note_stream_note_worked_on_count,bigint
engagement,fct_user_activity,oneonone_new_collaborative_note_edit_count,bigint
engagement,fct_user_activity,oneonone_new_non_trivial_note_stream_edit_count,bigint
engagement,fct_user_activity,oneonone_new_note_edit_count,bigint
engagement,fct_user_activity,oneonone_note_edit_count,bigint
engagement,fct_user_activity,pageview_paths_count,bigint
engagement,fct_user_activity,paywall_encountered__instance_count,bigint
engagement,fct_user_activity,personal_collaborative_note_edit_count,bigint
engagement,fct_user_activity,personal_max_note_stream_note_count,bigint
engagement,fct_user_activity,personal_max_note_stream_note_worked_on_count,bigint
engagement,fct_user_activity,personal_new_collaborative_note_edit_count,bigint
engagement,fct_user_activity,personal_new_non_trivial_note_stream_edit_count,bigint
engagement,fct_user_activity,personal_new_note_edit_count,bigint
engagement,fct_user_activity,personal_note_edit_count,bigint
engagement,fct_user_activity,private_note_edited__note_count,bigint
engagement,fct_user_activity,requested_feedback__other_user_count,bigint
engagement,fct_user_activity,requested_feedback__request_count,bigint
engagement,fct_user_activity,responded_to_feedback_request_count,bigint
engagement,fct_user_activity,slack_usage_count,bigint
engagement,fct_user_activity,snapshot_date,date
engagement,fct_user_activity,surrogate_key,bigint
engagement,fct_user_activity,user_id,integer
engagement,fct_user_activity,user_invited_count,bigint
engagement,fct_user_activity,user_invited_count__new_recipient,bigint
engagement,fct_user_activity,user_invited_count__new_recipient__post_onboarding,bigint
engagement,fct_user_activity,user_session_count__client_side,bigint
engagement,fct_user_activity,user_session_count__server_side,bigint
engagement,fct_user_activity,workspace_id,integer
engagement,fct_user_activity__look_back,canonical_l14_active,smallint
engagement,fct_user_activity__look_back,canonical_l1_active,smallint
engagement,fct_user_activity__look_back,canonical_l30_active,smallint
engagement,fct_user_activity__look_back,canonical_l60_active,smallint
engagement,fct_user_activity__look_back,canonical_l7_active,smallint
engagement,fct_user_activity__look_back,is_activated,boolean
engagement,fct_user_activity__look_back,is_configured,boolean
engagement,fct_user_activity__look_back,is_deleted,boolean
engagement,fct_user_activity__look_back,is_enabled,boolean
engagement,fct_user_activity__look_back,is_guest_user,boolean
engagement,fct_user_activity__look_back,is_manager,boolean
engagement,fct_user_activity__look_back,l14__browser_extension_app_accessed,smallint
engagement,fct_user_activity__look_back,l14__calendar_meeting_attended__instance_count,bigint
engagement,fct_user_activity__look_back,l14__completed_action_item__instance_count,bigint
engagement,fct_user_activity__look_back,l14__desktop_app_accessed,smallint
engagement,fct_user_activity__look_back,l14__feedback__instance_count,bigint
engagement,fct_user_activity__look_back,l14__feedback_given,smallint
engagement,fct_user_activity__look_back,l14__feedback_requested,smallint
engagement,fct_user_activity__look_back,l14__feedback_used,smallint
engagement,fct_user_activity__look_back,l14__has_done__note_pageview_count_criteria,bigint
engagement,fct_user_activity__look_back,l14__has_done__note_pageview_paths_criteria,bigint
engagement,fct_user_activity__look_back,l14__meeting_attended,smallint
engagement,fct_user_activity__look_back,l14__meeting_attended__event_count,bigint
engagement,fct_user_activity__look_back,l14__meeting_hosted,smallint
engagement,fct_user_activity__look_back,l14__meeting_hosted__event_count,bigint
engagement,fct_user_activity__look_back,l14__meeting_recap_viewed,smallint
engagement,fct_user_activity__look_back,l14__mobile_app_accessed,smallint
engagement,fct_user_activity__look_back,l14__note_edited,smallint
engagement,fct_user_activity__look_back,l14__note_edited__note_count,bigint
engagement,fct_user_activity__look_back,l14__note_viewed__proxy__day_count,bigint
engagement,fct_user_activity__look_back,l14__private_note_edited,smallint
engagement,fct_user_activity__look_back,l14__user_invited,smallint
engagement,fct_user_activity__look_back,l14__user_invited_count,bigint
engagement,fct_user_activity__look_back,l1__browser_extension_app_accessed,smallint
engagement,fct_user_activity__look_back,l1__calendar_meeting_attended__instance_count,bigint
engagement,fct_user_activity__look_back,l1__completed_action_item__instance_count,bigint
engagement,fct_user_activity__look_back,l1__desktop_app_accessed,smallint
engagement,fct_user_activity__look_back,l1__feedback__instance_count,bigint
engagement,fct_user_activity__look_back,l1__feedback_given,smallint
engagement,fct_user_activity__look_back,l1__feedback_requested,smallint
engagement,fct_user_activity__look_back,l1__feedback_used,smallint
engagement,fct_user_activity__look_back,l1__has_done__note_pageview_count_criteria,bigint
engagement,fct_user_activity__look_back,l1__has_done__note_pageview_paths_criteria,bigint
engagement,fct_user_activity__look_back,l1__meeting_attended,smallint
engagement,fct_user_activity__look_back,l1__meeting_attended__event_count,bigint
engagement,fct_user_activity__look_back,l1__meeting_hosted,smallint
engagement,fct_user_activity__look_back,l1__meeting_hosted__event_count,bigint
engagement,fct_user_activity__look_back,l1__meeting_recap_viewed,smallint
engagement,fct_user_activity__look_back,l1__mobile_app_accessed,smallint
engagement,fct_user_activity__look_back,l1__note_edited,smallint
engagement,fct_user_activity__look_back,l1__note_edited__note_count,bigint
engagement,fct_user_activity__look_back,l1__note_viewed__proxy__day_count,bigint
engagement,fct_user_activity__look_back,l1__private_note_edited,smallint
engagement,fct_user_activity__look_back,l1__user_invited,smallint
engagement,fct_user_activity__look_back,l1__user_invited_count,bigint
engagement,fct_user_activity__look_back,l30__browser_extension_app_accessed,smallint
engagement,fct_user_activity__look_back,l30__calendar_meeting_attended__instance_count,bigint
